nombre,url,url_oai,tipo,divulgador
Biblioteca Digital Hispánica,http://www.bne.es/es/Catalogos/BibliotecaDigitalHispanica/Inicio/index.html,http://bibliotecadigitalhispanica.bne.es/OAI-PUB,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Digital de Castilla y León,bibliotecadigital.jcyl.es,http://bibliotecadigital.jcyl.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual de Aragón,http://bibliotecavirtual.aragon.es/,http://bibliotecavirtual.aragon.es/i18n/oai/oai.cmd ,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual de La Rioja,bibliotecavirtual.larioja.org,http://bibliotecavirtual.larioja.org/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual de la Provincia de Málaga,bibliotecavirtual.malaga.es,http://bibliotecavirtual.malaga.es/i18n/oai/oai_bibliotecavirtual.malaga.es.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Digital de Castilla La Mancha,http://bidicam.castillalamancha.es/,http://bidicam.jccm.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Valenciana Digital,http://bivaldi.gva.es,http://bivaldi.gva.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual del Patrimonio Bibliográfico,bvpb.mcu.es,http://bvpb.mcu.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Iuris Digital. Biblioteca Virtual de la Real Academia de Jurisprudencia y Legislación,http://bvrajyl.rajyl.es/,http://bvrajyl.insde.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
"Bidicam, Biblioteca Digital de Castilla y la Mancha",http://bidicam.castillalamancha.es/bibdigital/bidicam/es/micrositios/inicio.cmd,http://bidicam.castillalamancha.es/bibdigital/bidicam/i18n/micrositios/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Nacional de España,http://www.bne.es/es/Inicio/index.html,http://oai.bne.es/OAIHandler  ,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual de Prensa historica,prensahistorica.mcu.es,http://prensahistorica.mcu.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual de Prensa Histórica ,http://prensahistorica.mcu.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion,http://prensahistorica.mcu.es/OAIHandler,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Virtual Library of Historical Press,http://prensahistorica.mcu.es/prensahistorica/en/consulta/busqueda.cmd,http://prensahistorica.mcu.es/prensahistorica/OAIHandler,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
"Travesía,  Recursos Digitales Para la Cooperación Bibliotecaria",http://travesia.mcu.es/portalnb/jspui/index.jsp,http://travesia.mcu.es/portalnb/oai/request,Biblioteca,"Ministerio de Educación, Cultura y Deporte"
Recursos de Investigación de la Alhambra,http://www.alhambra-patronato.es/ria/,http://www.alhambra-patronato.es/oai,Colección,"Ministerio de Educación, Cultura y Deporte"
"Redined, Red de Información Educativa",http://redined.mecd.gob.es/,http://www.redined.mec.es/oai/oai.php,Colección,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Digital de Bilbao ,http://www.bilbao.net/bld,http://www.bilbao.net/bldoai/request,Portal de Bibliotecas,"Ministerio de Educación, Cultura y Deporte"
"Citarea, Repositorio Electrónico Agroalimentario",http://citarea.cita-aragon.es/citarea/,http://citarea.cita-aragon.es/oai/request,Repositorio Institucional,"Ministerio de Educación, Cultura y Deporte"
"Hispania, Archivos, Bibliotecas y Museos Españoles",hispana.mcu.es,http://hispana.mcu.es/i18n/oai/oai.cmd,Repositorio Institucional,"Ministerio de Educación, Cultura y Deporte"
Biblioteca Virtual del Ministerio de Defensa,bibliotecavirtualdefensa.es,http://bibliotecavirtualdefensa.es/BVMDefensa/i18n/oai/oai_bibliotecavirtualdefensa.es.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte, Ministerio de Defensa"
"Galiciana, Biblioteca Dixital de Galicia",http://www.galiciana.bibliotecadegalicia.xunta.es/,http://galiciana.bibliotecadegalicia.xunta.es/i18n/oai/oai.cmd,Biblioteca,"Ministerio de Educación, Cultura y Deporte, Xunta de Galicia"
"Revista Española de Salud Pública, Ministerio de Sanidad y Consumo",http://www.msssi.gob.es/biblioPublic/publicaciones/recursos_propios/resp/home.htm,http://www.msssi.gob.es/biblioPublic/publicaciones/recursos_propios/resp/home.htm/oai,Revista,Ministerio de Sanidad y Política Social la política 
Arxius de Miscel-lània Zoològica,http://amz.museucienciesjournals.cat/que-es/?lang=es,http://amz.museucienciesjournals.cat/que-es/?lang=en/oai,Revista,Museo de Ciencias Naturales de Barcelona
"Neurama, Revista Electrónica de Psicogerontología",http://www.neurama.es,http://www.neurama.es/index.php/index/oai,Revista,Neurema
Revista de Derecho Civil,http://www.nreg.es/ojs/index.php/RDC/index,http://www.nreg.es/ojs/index.php/index/oai,Revista,Notyreg Hispania
"OaiStore, Depósito Digital Cultural",http://oaistore.es/opac/index.php?codopac=OPOAI,http://www.oaistore.es/oai2/oai2.php,Colección,Novadoc 102 innovación
Textos de la Ciber Sociedad,http://www.cibersociedad.net/textos/textos.php,http://www.cibersociedad.net/textos/textos.php/index/oai,Revista,Observatorio para la CiberSociedad
Intangible Capital,http://www.intangiblecapital.org/,http://www.intangiblecapital.org/index.php/index/oai,Revista,OmniaScience
Journal of Airline and Airport Management,http://www.jairm.org,http://www.jairm.org/index.php/index/oai,Revista,OmniaScience
Journal of Industrial Engineering and Management,http://www.jiem.org,http://www.jiem.org/index.php/index/oai,Revista,OmniaScience
Journal of Technology and Science Education,http://www.jotse.org,http://www.jotse.org/index.php/index/oai,Revista,OmniaScience
Revista de Crítica Penal y Poder,http://www.criticapenalypoder.com/,http://www.criticapenalypoder.com/index/index/oai,Colección,Parking de Dominios SEDO
"Ricyde, Revista Internacional de Ciencias del Deporte",http://www.ricyde.org,http://www.cafyd.com/REVISTA/ojs/index.php/index/oai,Revista,Ramón Cantó Alcaraz
Biblioteca Digital Real Academia de la Historia,http://bibliotecadigital.rah.es/,http://bibliotecadigital.rah.es/dgbrah/i18n/oai/oai_bibliotecadigital.rah.es.cmd,Biblioteca,Real Academia de la Historia
Biblioteca Virtual de la Real Academia Nacional de Farmacia,http://bibliotecavirtual.ranf.com/,http://bibliotecavirtual.ranf.com/i18n/oai/oai.cmd,Biblioteca,Real Academia Nacional de Farmacia
Biblioteca Virtual de la Real Academia Nacional de Medicina,http://bibliotecavirtual.ranm.es,http://bibliotecavirtual.ranm.es/ranm/i18n/oai/oai_bibliotecavirtual.ranm.es.cmd,Biblioteca,Real Academia Nacional de Medicina
Anuario Jurídico y Económico Escurialense,http://www.rcumariacristina.net:8080/ojs/index.php/AJEE,http://www.rcumariacristina.net:8080/ojs/index.php/index/oai,Revista,Real Centro Universitario Escorial-María Cristina
"Aposta, Revista de Ciencias Sociales",http://www.apostadigital.com,http://www.apostadigital.com/index.php/index/oai,Revista,Red de Publicaciones Académicas Abiertas 
Iberoamerican Journal of Development Studies,http://ried.unizar.es/index.php/revista/index,http://ried.unizar.es/index.php/index/oai,Revista,"Red Española de Estudios del Desarrollo (REEDES), Universidad de Zaragoza"
"Revista Electrónica Iberoamericana sobre Calidad, Eficacia y Cambio en Educación",http://www.rinace.net/reice/,http://www.rinace.net/reice/index.php/index/oai,Revista,Red Iberoamericana de Investigación sobre Cambio y Eficacia Escolar (RINACE)
Revista Electrónica de la Autopsia ,http://rea.uninet.edu,http://rea.uninet.edu/index.php/index/oai,Revista,Red Universitaria de Servicios Telemáticos Integrados para Comunidades Virtuales de UsuariOS
Revista Numismática Hécate,http://www.revista-hecate.org/,http://www.revista-hecate.org/index.php/index/oai,Revista,Revista Numismática Hécate
"Ciriec España, Revista de Economía Pública, Social y Cooperativa",http://www.ciriec-revistaeconomia.es/,http://www.ciriec-revistaeconomia.es/index.php/index/oai,Revista,Sociedad Científica CIRIEC-España
Revista Estudios Institucionales,http://revistaeeii.eu/index.php,http://revistaeeii.eu/index.php?journal=revistaeeii&page=index/oai,Revista,Sociedad de Estudios Institucionales
"Revista de la Sociedad Española de Cerámica y Vidrio, Sociedad Española de Cerámica y Vidrio",http://ceramicayvidrio.revistas.csic.es,http://ceramicayvidrio.revistas.csic.es/index.php/index/oai,Revista,"Sociedad Española de Cerámica y Vidrio, Consejo Superior de Investigaciones Científicas"
Repositorio Abierto de Entomología Aplicada de la Sociedad Española de Entomología Aplicada ,http://repositorioseea.es,http://repositorioseea.es/oai/request,Repositorio Institucional,Sociedad Española de Entomología Aplicada (SEEA)
"Oceánide, Sociedad Española de Estudios Literarios de Cultura Popular",http://oceanide.netne.net/,http://oceanide.netne.net/index.php/index/oai,Revista,Sociedad Española de Estudios Literarios de Cultura Popular (SELICUP)
Revista de Comunicación de la Sociedad Española de Estudios sobre la Comunicación Iberoamericana ,http://www.seeci.net/revista/index.php/seeci,http://www.seeci.net/revista/index.php/index/oai,Revista,Sociedad Española de Estudios sobre la Comunicación Iberoamericana (SEECI)
Investigaciones Fenomenológicas,http://www.uned.es/dpto_fim/InvFen/portada.html,http://www.uned.es/dpto_fim/InvFen/portada.html/oai,Revista,"Sociedad Española de Fenomenología, Universidad Nacional de Educación a Distancia"
Boletín de la Sociedad Española de Historiografía Lingüística,http://www.sehl.es/boletiacuten.html,http://www.sehl.es/boletiacuten.html/oai,Revista,Sociedad Española de Historiografía Lingüística (SEHL)
Revista Española de Investigación Criminológica,http://www.criminologia.net/reic.php,http://www.criminologia.net/reic.php/oai,Revista,Sociedad Española de Investigación Criminológica (REIC)
Óptica Pura y Aplicada,http://www.sedoptica.es/Menu_Volumenes/index.php,http://www.sedoptica.es/Menu_Volumenes/index.php/index/oai,Revista,Sociedad Española de Optica (Sedoptica)
"diffundit®, Revista de Salud Ambiental",http://ojs.diffundit.com/,http://ojs.diffundit.com/index.php/index/oai,Portal de Revistas,Sociedad Española de Sanidad Ambiental
"Galemys, Spanish Journal of Mammalogy",http://www.secem.es/galemys/index.php/Galemys/issue/view/1/showToc,http://www.secem.es/galemys/index.php/index/oai,Revista,Sociedad Española para la Conservación y Estudios de los Mamíferos (SECEM)
"Dilemata, Revista Internacional de Éticas Aplicadas",http://www.dilemata.net/revista/index.php/dilemata,http://www.dilemata.net/revista/index.php/index/oai,Revista,Unidad Asociada de Éticas Aplicadas (IFS/CSIC)
Revista de Casos Clínicos en Salud Mental,http://casosclinicosensaludmental.es/,http://www.ojs.casosclinicosensaludmental.es/ojs/index.php/RCCSM/oai,Revista,Unidad de Gestión Clínica en Salud Mental del Campo de Gibraltar 
"Revista Globalización, Competitividad y Gobernabilidad",https://gcg.universia.net/,https://gcg.universia.net/index.php/gcg/oai,Revista,Universia
Revista de Historia Iberoamericana,https://revistahistoria.universia.net/,https://revistahistoria.universia.net/index.php/hib/oai,Revista,Universia
Revista Internacional en Ciencia del Suelo,https://sjss.universia.net/,https://sjss.universia.net/index.php/sjss/oai,Revista,Universia
Portal de Revistas Científicas de la Universidad Abierta de Cataluña,http://journals.uoc.edu/index.php/index,http://journals.uoc.edu/index.php/index/oai,Portal de Revistas,Universidad Abierta de Cataluña
"O2, Repositorio Institucional de la Universidad Abierta de Cataluña ",http://openaccess.uoc.edu/webapps/o2/,http://openaccess.uoc.edu/webapps/dspace_rei_oai/request,Repositorio Institucional,Universidad Abierta de Cataluña
"Anàlisi, Cuadernos de Cultura",http://www.analisi.cat/ojs/index.php/analisi/,http://www.analisi.cat/ojs/index.php/analisi/,Revista,Universidad Abierta de Cataluña
"Artnodes, Intersecciones entre arte, ciencia y tecnología",http://journals.uoc.edu/index.php/artnodes/,http://journals.uoc.edu/index.php/artnodes/,Revista,Universidad Abierta de Cataluña
"Digithum, Las humanidades en la era digital",http://digithum.uoc.edu/index.php/digithum/,http://digithum.uoc.edu/index.php/digithum/,Revista,Universidad Abierta de Cataluña
"Elc, Research Paper Series",http://elcrps.uoc.edu/index.php/elcrps/,http://elcrps.uoc.edu/index.php/elcrps/,Revista,Universidad Abierta de Cataluña
"Idp, Revista de Internet, Derecho y Política",http://idp.uoc.edu/index.php/idp/,http://idp.uoc.edu/index.php/idp/,Revista,Universidad Abierta de Cataluña
"In3, Working Paper Series",http://in3wps.uoc.edu/index.php/in3-working-paper-series/,http://in3wps.uoc.edu/index.php/in3-working-paper-series/,Revista,Universidad Abierta de Cataluña
Journal of Conflictology,http://journal-of-conflictology.uoc.edu/index.php/journal-of-conflictology/,http://journal-of-conflictology.uoc.edu/index.php/journal-of-conflictology/,Revista,Universidad Abierta de Cataluña
"Mosaic, Tecnologías y comunicación multimedia",http://mosaic.uoc.edu/,http://mosaic.uoc.edu/,Revista,Universidad Abierta de Cataluña
"Rusc, Revista de Universidad y Sociedad del Conocimiento",http://journals.uoc.edu/index.php/rusc/,http://journals.uoc.edu/index.php/rusc/,Revista,Universidad Abierta de Cataluña
"Redi, Portal de Revistas Científicas de la Universidad Autónoma de Barcelona",http://revistes.uab.cat/web/,http://revistes.uab.cat/index.php/index/oai,Portal de Revistas,Universidad Autónoma de Barcelona
Repositorio Institucional de la Universidad Autónoma de Barcelona ,ddd.uab.cat,http://ddd.uab.cat/oai2d,Repositorio Institucional,Universidad Autónoma de Barcelona
"Athenea Digital, Revista de Pensamiento e Investigación Social",http://www.redalyc.org/revista.oa?id=537,http://atheneadigital.net/oai,Revista,Universidad Autónoma de Barcelona
"Ciències, Revista del Professorat de Ciències de Primària i Secundària",http://ddd.uab.cat/record/11,http://ddd.uab.cat/record/11/oai,Revista,Universidad Autónoma de Barcelona
"Manuscrits, Revista d'Història Moderna",http://ddd.uab.cat/record/28,http://ddd.uab.cat/record/28/oai,Revista,Universidad Autónoma de Barcelona
"Orsis, Organismes i Sistemes",http://ddd.uab.cat/record/34,http://ddd.uab.cat/record/34/oai,Revista,Universidad Autónoma de Barcelona
"Quaderns, Revista de Traducció",http://ddd.uab.cat/record/40,http://ddd.uab.cat/record/40/oai,Revista,Universidad Autónoma de Barcelona
"Revibec, Revista Iberoamericana de Economía Ecológica",http://ddd.uab.cat/record/45,http://ddd.uab.cat/record/45/oai,Revista,Universidad Autónoma de Barcelona
"Revista Tradumàtica, Traducció i Tecnologies de la Informació i la Comunicació",http://ddd.uab.cat/record/46,http://ddd.uab.cat/record/46/oai,Revista,Universidad Autónoma de Barcelona
"Dim, Didáctica, Innovación y Multimedia ",http://ddd.uab.cat/record/7423,http://ddd.uab.cat/record/7423/oai,Revista,Universidad Autónoma de Barcelona
Catalan Journal of Linguistics,http://ddd.uab.cat/record/8,http://ddd.uab.cat/record/8/oai,Revista,Universidad Autónoma de Barcelona
"Educar, Revista de Pedagogía Aplicada",http://educar.uab.cat/,http://educar.uab.cat/index/oai,Revista,Universidad Autónoma de Barcelona
"Athenea Digital, Revista de Pensamiento e Investigación Social",http://atheneadigital.net/,http://psicologiasocial.uab.es/athenea/index.php/atheneaDigital/oai,Revista,Universidad Autónoma de Barcelona
"Quaderns de Psicologia, Universitat Autònoma de Barcelona",http://quadernsdepsicologia.cat,http://quadernsdepsicologia.cat/oai,Revista,Universidad Autónoma de Barcelona
"Anuario Iet, Anàlisi dels principals aspectes de L’evolució del Mercat de Treball",http://revistes.uab.cat/web/revista/anuario-iet,http://revistes.uab.cat/anuario-iet/oai,Revista,Universidad Autónoma de Barcelona
"Anuario Lope de Vega, Texto, Literatura, Cultura, Universitat Autònoma de Barcelona",http://revistes.uab.cat/web/anuariolopedevega,http://revistes.uab.cat/anuariolopedevega/oai,Revista,Universidad Autónoma de Barcelona
"Athenea Digital, Reflexión Interdisciplinar en la Tradición de las Ciencias Humanas y Sociales",http://revistes.uab.cat/web/revista/athenea-digital,http://revistes.uab.cat/athenea-digital/oai,Revista,Universidad Autónoma de Barcelona
Bellaterra Journal of Teaching & Learning Language & Literature,http://revistes.uab.cat/web/revista/bellaterra-journal-teaching-learning-language-literature,http://revistes.uab.cat/bellaterra-journal-teaching-learning-language-literature/oai,Revista,Universidad Autónoma de Barcelona
"Brumal, Revista de Investigación sobre lo Fantástico, Universitat Autònoma de Barcelona",http://revistes.uab.cat/web/revista/brumal,http://revistes.uab.cat/brumal/oai,Revista,Universidad Autónoma de Barcelona
Catalan Journal of Linguistics ,http://revistes.uab.cat/web/revista/catalan-journal-linguistics,http://revistes.uab.cat/catalan-journal-linguistics/oai,Revista,Universidad Autónoma de Barcelona
Dante e l’Arte,http://revistes.uab.cat/web/revista/dante-e-larte,http://revistes.uab.cat/dante-e-larte/oai,Revista,Universidad Autónoma de Barcelona
Documents d'Anàlisi Geogràfica,http://revistes.uab.cat/web/revista/documents-danalisi-geografica,http://revistes.uab.cat/dag/oai,Revista,Universidad Autónoma de Barcelona
"Educar, Pedagogía Aplicada",http://revistes.uab.cat/web/revista/educar,http://revistes.uab.cat/educar/oai,Revista,Universidad Autónoma de Barcelona
"Elcvia, Electronic Letters on Computer Vision and Image Analysis",http://revistes.uab.cat/web/revista/elcvia-electronic-letters-computer-vision-and-image-analysis,http://revistes.uab.cat/elcvia/oai,Revista,Universidad Autónoma de Barcelona
"Enrahonar, Quaderns de Filosofia",http://revistes.uab.cat/web/revista/enrahonar,http://revistes.uab.cat/enrahonar/oai,Revista,Universidad Autónoma de Barcelona
Enseñanza de las Ciencias,http://revistes.uab.cat/web/revista/ensenanza-ciencias,http://revistes.uab.cat/ensenanza-ciencias/oai,Revista,Universidad Autónoma de Barcelona
"Grafica, Documents de Disseny Gràfic",http://revistes.uab.cat/web/revista/grafica,http://revistes.uab.cat/grafica/oai,Revista,Universidad Autónoma de Barcelona
"Grafo, Working Papers, Antropologia Fonamental i Orientada",http://revistes.uab.cat/web/revista/grafo-working-papers,http://revistes.uab.cat/grafo-working-papers/oai,Revista,Universidad Autónoma de Barcelona
"Indialogs, Spanish Journal of India Studies",http://revistes.uab.cat/web/revista/indialogs,http://revistes.uab.cat/indialogs/index/oai,Revista,Universidad Autónoma de Barcelona
"Isogloss, Romance and Iberian languages studies ",http://revistes.uab.cat/web/revista/isogloss,http://revistes.uab.cat/isogloss/oai,Revista,Universidad Autónoma de Barcelona
"Locus Amoenus, treballs d’història de l’art, anàlisi estilística i iconogràfica",http://revistes.uab.cat/web/revista/locus-amoenus,http://revistes.uab.cat/locus-amoenus/oai,Revista,Universidad Autónoma de Barcelona
"Manuscrits, treballs de recerca originals relatius al període de l'Edat Moderna",http://revistes.uab.cat/web/revista/manuscrits,http://revistes.uab.cat/manuscrits/oai,Revista,Universidad Autónoma de Barcelona
"Medievalia, Revista d'estudis medievals",http://revistes.uab.cat/web/revista/medievalia-revista-destudis-medievals,http://revistes.uab.cat/medievalia/oai,Revista,Universidad Autónoma de Barcelona
"Mitologías Hoy, Revista de pensamiento, crítica y estudios literarios latinoamericanos",http://revistes.uab.cat/web/revista/mitologias-hoy,http://revistes.uab.cat/mitologias/oai,Revista,Universidad Autónoma de Barcelona
"Papers, Revista de Sociología",http://revistes.uab.cat/web/revista/papers-revista-sociologia,http://revistes.uab.cat/papers-revista-sociologia/oai,Revista,Universidad Autónoma de Barcelona
"Perifèria, Revista de Recerca i Formació en Antropologia",http://revistes.uab.cat/web/revista/periferia,http://revistes.uab.cat/periferia/oai,Revista,Universidad Autónoma de Barcelona
"Quaderns de Psicologia, treballs originals de naturalesa empírica, revisions crítiques i contribucions teòriques",http://revistes.uab.cat/web/revista/quaderns-psicologia,http://revistes.uab.cat/quaderns-psicologia/oai,Revista,Universidad Autónoma de Barcelona
"Recerca Musicològica, musicologia hipànica",http://revistes.uab.cat/web/revista/recerca-musicologica,http://revistes.uab.cat/recerca-musicologica/oai,Revista,Universidad Autónoma de Barcelona
"Redes, Revista Hispana para el Análisis de Redes Sociales",http://revistes.uab.cat/web/revista/redes,http://revistes.uab.cat/redes/oai,Revista,Universidad Autónoma de Barcelona
"Rpd, Revista de Psicología del Deporte",http://revistes.uab.cat/web/revista/rpd-revista-psicologia-deporte,http://revistes.uab.ca/rpd-revista-psicologia-deporte/oai,Revista,Universidad Autónoma de Barcelona
"Rúbrica Contemporánea, recerca històrica i historiogràfica d'època moderna i contemporània",http://revistes.uab.cat/web/revista/rubrica-contemporanea,http://revistes.uab.cat/rubrica/oai,Revista,Universidad Autónoma de Barcelona
"Tiempo devorado, estudis d’història actual relatius als últims trenta anys",http://revistes.uab.cat/web/revista/tiempo-devorado,http://revistes.uab.cat/tiempo-devorado/oai,Revista,Universidad Autónoma de Barcelona
"Tradumàtica,  traducció i les tecnologies de la informació i la comunicació",http://revistes.uab.cat/web/revista/tradumatica,http://revistes.uab.cat/tradumatica/oai,Revista,Universidad Autónoma de Barcelona
Treballs d’Arqueologia,http://revistes.uab.cat/web/revista/treballs-darqueologia,http://revistes.uab.cat/treballs-darqueologia/oai,Revista,Universidad Autónoma de Barcelona
Studia Aurea. Revista de Literatura Española y Teoría Literaria del Renacimiento y Siglo de Oro,http://revistes.uab.cat/web/revista/studia-aurea,http://revistes.uab.cat/studia-aurea/oai,Revista,Universidad Autónoma de Barcelona
Boletín de Arqueología Experimental,https://revistas.uam.es/index.php/arqexp,https://revistas.uam.es/index.php/arqexp/oai,Boletín,Universidad Autónoma de Madrid
Portal de Revistas Científicas de la Universidad Autónoma de Madrid,https://revistas.uam.es/,https://revistas.uam.es/index.php/index/oai,Portal de Revistas,Universidad Autónoma de Madrid
"Biblos-e Archivo, Repositorio Institucional de la Universidad Autónoma de Madrid ",https://repositorio.uam.es/,https://repositorio.uam.es/oai/request/oai,Repositorio Institucional,Universidad Autónoma de Madrid
Revista International de Medicina y Ciencias de la Actividad Fisica y del Deporte,http://cdeporte.rediris.es/revista/revista.html,http://cdeporte.rediris.es/revista/revista.html/oai,Revista,Universidad Autónoma de Madrid
Anuario del Departamento de Historia y Teoría del Arte,https://revistas.uam.es/anuario,https://revistas.uam.es/anuario/oai,Revista,Universidad Autónoma de Madrid
"Archaeofauna, International Journal of archaeozoology",https://revistas.uam.es/archaeofauna,https://revistas.uam.es/archaeofauna/oai,Revista,Universidad Autónoma de Madrid
Bajo Palabra,https://revistas.uam.es/bajopalabra,https://revistas.uam.es/bajopalabra/oai,Revista,Universidad Autónoma de Madrid
"Chimera, Romance Corpora and Linguistic Studies",https://revistas.uam.es/index.php/chimera,https://revistas.uam.es/index.php/chimera/oai,Revista,Universidad Autónoma de Madrid
"Citius, Altius, Fortius: Humanismo, Sociedad y Deporte",https://revistas.uam.es/caf,https://revistas.uam.es/caf/oai,Revista,Universidad Autónoma de Madrid
Conservación Vegetal,https://revistas.uam.es/conservacionvegetal,https://revistas.uam.es/conservacionvegetal/oai,Revista,Universidad Autónoma de Madrid
Cuadernos de Economía,https://revistas.uam.es/cuadernoseconomia,https://revistas.uam.es/cuadernoseconomia/oai,Revista,Universidad Autónoma de Madrid
Cuadernos de Prehistoria y Arqueología,https://revistas.uam.es/cupauam,https://revistas.uam.es/cupauam/oai,Revista,Universidad Autónoma de Madrid
Didácticas Específicas,https://revistas.uam.es/didacticasespecificas,https://revistas.uam.es/didacticasespecificas/oai,Revista,Universidad Autónoma de Madrid
Edad de Oro,https://revistas.uam.es/edadoro,https://revistas.uam.es/edadoro/oai,Revista,Universidad Autónoma de Madrid
Encuentros Multidisciplinares,https://revistas.uam.es/em,https://revistas.uam.es/em/oai,Revista,Universidad Autónoma de Madrid
Estudios Medievales Hispánicos,https://revistas.uam.es/index.php/emh,https://revistas.uam.es/index.php/emh/oai,Revista,Universidad Autónoma de Madrid
Historia Agraria,https://revistas.uam.es/historiaagraria,https://revistas.uam.es/historiaagraria/oai,Revista,Universidad Autónoma de Madrid
"Isimu, Asiriología y Egiptología",https://revistas.uam.es/isimu,https://revistas.uam.es/isimu/oai,Revista,Universidad Autónoma de Madrid
"Journal of Feminist, Gender and Women Studies",https://revistas.uam.es/revIUEM,https://revistas.uam.es/revIUEM/oai,Revista,Universidad Autónoma de Madrid
Journal of Supranational Policies of Education,https://revistas.uam.es/index.php/jospoe,https://revistas.uam.es/index.php/jospoe/oai,Revista,Universidad Autónoma de Madrid
Libros de la Corte,https://revistas.uam.es/librosdelacorte,https://revistas.uam.es/librosdelacorte/oai,Revista,Universidad Autónoma de Madrid
Revista Historia Autónoma,https://revistas.uam.es/historiaautonoma,https://revistas.uam.es/historiaautonoma/oai,Revista,Universidad Autónoma de Madrid
Relaciones Internacionales,https://revistas.uam.es/rrii,https://revistas.uam.es/rrii/oai,Revista,Universidad Autónoma de Madrid
Revista de Estudios Internacionales Mediterráneos,https://revistas.uam.es/index.php/reim,https://revistas.uam.es/index.php/reim/oai,Revista,Universidad Autónoma de Madrid
"Reice, Revista Iberoamericana sobre Calidad, Eficacia y Cambio en Educación",https://revistas.uam.es/index.php/reice,https://revistas.uam.es/index.php/reice/oai,Revista,Universidad Autónoma de Madrid
Revista Iberoamericana de Evaluación Educativa,https://revistas.uam.es/index.php/riee,https://revistas.uam.es/index.php/riee/oai,Revista,Universidad Autónoma de Madrid
Revista Internacional de Educación para la Justicia Social,https://revistas.uam.es/riejs,https://revistas.uam.es/riejs/oai,Revista,Universidad Autónoma de Madrid
Revista Internacional de Medicina y Ciencias de la Actividad Física y del Deporte,https://revistas.uam.es/rimcafd,https://revistas.uam.es/rimcafd/oai,Revista,Universidad Autónoma de Madrid
Revista Jurídica Universidad Autónoma de Madrid,https://revistas.uam.es/revistajuridica,https://revistas.uam.es/revistajuridica/oai,Revista,Universidad Autónoma de Madrid
"Secuencias, Revista de historia del cine",https://revistas.uam.es/secuencias,https://revistas.uam.es/secuencias/oai,Revista,Universidad Autónoma de Madrid
"Tarbiya, revista de Investigación e Innovación Educativa",https://revistas.uam.es/tarbiya,https://revistas.uam.es/tarbiya/oai,Revista,Universidad Autónoma de Madrid
Tendencias Pedagógicas,https://revistas.uam.es/tendenciaspedagogicas,https://revistas.uam.es/tendenciaspedagogicas/oai,Revista,Universidad Autónoma de Madrid
Relaciones Internacionales,http://www.relacionesinternacionales.info/ojs/index.php,http://www.relacionesinternacionales.info/ojs/index.php/index/oai,Revista,Universidad Autónoma de Madrid
Portal de Revistas Científicas de la Universidad Carlos III de Madrid,http://e-revistas.uc3m.es/,http://e-revistas.uc3m.es/index.php/index/oai,Portal de Revistas,Universidad Carlos III de Madrid
E-Archivo. Archivo Abierto Institucional de la Universidad Carlos III de Madrid,http://e-archivo.uc3m.es/,http://e-archivo.uc3m.es/dspace-oai/request,Repositorio Institucional,Universidad Carlos III de Madrid
"Arys, Antiguedad, Religiones y Sociedad",http://e-revistas.uc3m.es/index.php/ARYS,http://e-revistas.uc3m.es/index.php/ARYS/oai,Revista,Universidad Carlos III de Madrid
Bulletin of EU and ES Inflation and Macroeconomic Analysis,http://e-revistas.uc3m.es/index.php/BIMA,http://e-revistas.uc3m.es/index.php/BIMA/oai,Revista,Universidad Carlos III de Madrid
"Clan, Revista de Historia de las Universidades",http://e-revistas.uc3m.es/index.php/CIAN,http://e-revistas.uc3m.es/index.php/CIAN/oai,Revista,Universidad Carlos III de Madrid
Cuadernos de Derecho Transnacional,http://e-revistas.uc3m.es/index.php/CDT,http://e-revistas.uc3m.es/index.php/CDT/oai,Revista,Universidad Carlos III de Madrid
"Cuadernos Kóre, Revista de Historia y Pensamiento",http://e-revistas.uc3m.es/index.php/CK,http://e-revistas.uc3m.es/index.php/CK/oai,Revista,Universidad Carlos III de Madrid
